Sample ID,PID,Name,Polymer type,Polymer class,CU formula,Formula weight(FW),Characteristics of material,Material type,Additives,Reference,Trade name/ Grade/ Manufacturer,Remarks,[proc] Compression,[proc] Shape of Test Piece,Molecular weight,[proc] Extrusion,[proc] Stretching,[proc] Remarks,State after processing,Morphology,Melt flow rate,Mixing / Blending method,[proc] Quenching,Stereoregularity,[proc]  Melt casting,[proc] Annealing,[poly] Reactant,[poly] Type,[poly] Polymn. remarks,Degree of polymerization,[proc] Foaming,[proc] Injection,[proc] As received,[proc] Aging,[proc] Aging and thermal shock testing,[proc] batch foaming,[poly] Mechanism,[poly] Style,[poly] Solvent,[poly] Initiator,[poly] Reference,[poly] Polymer reaction condition,[poly] Prepolymer name,Crosslink density,[poly] Additives,[poly] Condition,[proc] as processed,[proc] Extrusion&Compression,[proc] Electrospinning,[proc] Solvent casting,[proc] Electrospinning&Compression,[poly] Catalyst,[poly] Terminator,[poly] Post-treatment,Type of crystal,Other 1st structure info,Crystallinity,log10(thermal_con),thermal_con,[thermal_con] method,[thermal_con] condition,[thermal_con] temp,[thermal_con] remarks,thickness_raw,thickness,log10(thickness)
45008-11-1-2,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,"linear,Thermoplastic,Thermally conductive,Crystal",Composite,boron nitride (PT350);wt%;50,"Raman, Chandrashekar , Proceedings of the NATAS Annual Conference on Thermal Analysis and Applications , 60/1 (2008)",,"[high density polyethylene (HDPE)] ;17450N;Dow, [boron nitride( PT350 ) agglomerate] surface area 5.0 m2/g, tap density 0.71 g/cc, crystal size 10 micron, particle size, D50 150 micron, obtained from  Momentive Performance Materials",,,,,,Laminate (10mm*10mm) for in-plane thermal conductivity measurement,,,,"Mixed in co-rotating twin-screw extruder, die exit temp. 190C and 100 rpm",,,,,,,,,,Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,0.4771212547196624,3.0,"""Netzsch"" Nanoflash LFA447",25 [C],25.0,"In-plane thermal conductivity, taken from the Fig.5",Laminate (10mm*10mm) for in-plane thermal conductivity measurement,0.01,-2.0
45008-12-1-1,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,"linear,Thermoplastic,Thermally conductive,Crystal",Composite,boron nitride (PT350);wt%;60,"Raman, Chandrashekar , Proceedings of the NATAS Annual Conference on Thermal Analysis and Applications , 60/1 (2008)",,"[high density polyethylene (HDPE)] ;17450N;Dow, [boron nitride( PT350 ) agglomerate] surface area 5.0 m2/g, tap density 0.71 g/cc, crystal size 10 micron, particle size, D50 150 micron, obtained from  Momentive Performance Materials",,,,,,"Disc of composite drilled from tab section of dog bone tensile bar, then the disc coated with three light coats of graphite for through-plane thermal conductivity measurement",,,,"Mixed in co-rotating twin-screw extruder, die exit temp. 190C and 100 rpm",,,,,,,,,,Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,0.2148438480476978,1.64,"""Netzsch"" Nanoflash LFA447",25 [C],25.0,"Through-plane thermal conductivity, taken from the Fig.4","Disc of composite drilled from tab section of dog bone tensile bar, then the disc coated with three light coats of graphite for through-plane thermal conductivity measurement",,
45008-12-1-2,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,"linear,Thermoplastic,Thermally conductive,Crystal",Composite,boron nitride (PT350);wt%;60,"Raman, Chandrashekar , Proceedings of the NATAS Annual Conference on Thermal Analysis and Applications , 60/1 (2008)",,"[high density polyethylene (HDPE)] ;17450N;Dow, [boron nitride( PT350 ) agglomerate] surface area 5.0 m2/g, tap density 0.71 g/cc, crystal size 10 micron, particle size, D50 150 micron, obtained from  Momentive Performance Materials",,,,,,Laminate (10mm*10mm) for in-plane thermal conductivity measurement,,,,"Mixed in co-rotating twin-screw extruder, die exit temp. 190C and 100 rpm",,,,,,,,,,Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,0.7708520116421442,5.9,"""Netzsch"" Nanoflash LFA447",25 [C],25.0,"In-plane thermal conductivity, taken from the Fig.5",Laminate (10mm*10mm) for in-plane thermal conductivity measurement,0.01,-2.0
45008-13-1-1,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,"linear,Thermoplastic,Thermally conductive,Crystal",Composite,boron nitride (PTX60);wt%;30,"Raman, Chandrashekar , Proceedings of the NATAS Annual Conference on Thermal Analysis and Applications , 60/1 (2008)",,"[high density polyethylene (HDPE)] ;17450N;Dow, [boron nitride( PTX60 ) agglomerate] surface area 6.0 m2/g, tap density 0.40 g/cc, crystal size 8 micron, particle size, D50 60 micron, obtained from  Momentive Performance Materials",,Disk,,,,Molded to 1mm thick disc for through-plane thermal conductivity measurement,,,,"Mixed in co-rotating twin-screw extruder, die exit temp. 190C and 100 rpm",,,,,,,,,,Shape of Test Piece,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5228787452803376,0.3,"""Netzsch"" Nanoflash LFA447",25 [C],25.0,"Through-plane thermal conductivity, taken from the Fig.8",Molded to 1mm thick disc for through-plane thermal conductivity measurement,,
45008-13-1-2,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,"linear,Thermoplastic,Thermally conductive,Crystal",Composite,boron nitride (PTX60);wt%;30,"Raman, Chandrashekar , Proceedings of the NATAS Annual Conference on Thermal Analysis and Applications , 60/1 (2008)",,"[high density polyethylene (HDPE)] ;17450N;Dow, [boron nitride( PTX60 ) agglomerate] surface area 6.0 m2/g, tap density 0.40 g/cc, crystal size 8 micron, particle size, D50 60 micron, obtained from  Momentive Performance Materials",,Bar,,,,"Molded to 3.2 mm thick ASTM standard tensile bar (""dog bone"") for through-plane thermal conductivity measurement",,,,"Mixed in co-rotating twin-screw extruder, die exit temp. 190C and 100 rpm",,,,,,,,,,Shape of Test Piece,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0969100130080563,0.8,"""Netzsch"" Nanoflash LFA447",25 [C],25.0,"Through-plane thermal conductivity, taken from the Fig.8","Molded to 3.2 mm thick ASTM standard tensile bar (""dog bone"") for through-plane thermal conductivity measurement",,
45008-13-1-5,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,"linear,Thermoplastic,Thermally conductive,Crystal",Composite,boron nitride (PTX60);wt%;30,"Raman, Chandrashekar , Proceedings of the NATAS Annual Conference on Thermal Analysis and Applications , 60/1 (2008)",,"[high density polyethylene (HDPE)] ;17450N;Dow, [boron nitride( PTX60 ) agglomerate] surface area 6.0 m2/g, tap density 0.40 g/cc, crystal size 8 micron, particle size, D50 60 micron, obtained from  Momentive Performance Materials",,Disk,,,,"Disc of composite drilled from tab section of dog bone tensile bar, then the disc coated with three light coats of graphite for through-plane thermal conductivity measurement",,,,"Mixed in co-rotating twin-screw extruder having one mixing section (Configuration 1), die exit temp. 190C and 100 rpm",,,,,,,,,,Shape of Test Piece,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1249387366082999,0.75,"""Netzsch"" Nanoflash LFA447",25 [C],25.0,"Through-plane thermal conductivity, taken from the Fig.7","Disc of composite drilled from tab section of dog bone tensile bar, then the disc coated with three light coats of graphite for through-plane thermal conductivity measurement",,
45008-13-1-6,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,"linear,Thermoplastic,Thermally conductive,Crystal",Composite,boron nitride (PTX60);wt%;30,"Raman, Chandrashekar , Proceedings of the NATAS Annual Conference on Thermal Analysis and Applications , 60/1 (2008)",,"[high density polyethylene (HDPE)] ;17450N;Dow, [boron nitride( PTX60 ) agglomerate] surface area 6.0 m2/g, tap density 0.40 g/cc, crystal size 8 micron, particle size, D50 60 micron, obtained from  Momentive Performance Materials",,Disk,,,,"Disc of composite drilled from tab section of dog bone tensile bar, then the disc coated with three light coats of graphite for through-plane thermal conductivity measurement",,,,"Mixed in co-rotating twin-screw extruder having two mixing section (Configuration 2), die exit temp. 190C and 100 rpm",,,,,,,,,,Shape of Test Piece,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0969100130080563,0.8,"""Netzsch"" Nanoflash LFA447",25 [C],25.0,"Through-plane thermal conductivity, taken from the Fig.7","Disc of composite drilled from tab section of dog bone tensile bar, then the disc coated with three light coats of graphite for through-plane thermal conductivity measurement",,
45008-14-1-1,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,"linear,Thermoplastic,Thermally conductive,Crystal",Composite,boron nitride (PTX60);wt%;40,"Raman, Chandrashekar , Proceedings of the NATAS Annual Conference on Thermal Analysis and Applications , 60/1 (2008)",,"[high density polyethylene (HDPE)] ;17450N;Dow, [boron nitride( PTX60 ) agglomerate] surface area 6.0 m2/g, tap density 0.40 g/cc, crystal size 8 micron, particle size, D50 60 micron, obtained from  Momentive Performance Materials",,Disk,,,,Molded to 1mm thick disc for through-plane thermal conductivity measurement,,,,"Mixed in co-rotating twin-screw extruder, die exit temp. 190C and 100 rpm",,,,,,,,,,Shape of Test Piece,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4089353929735008,0.39,"""Netzsch"" Nanoflash LFA447",25 [C],25.0,"Through-plane thermal conductivity, taken from the Fig.8",Molded to 1mm thick disc for through-plane thermal conductivity measurement,,
45008-14-1-2,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,"linear,Thermoplastic,Thermally conductive,Crystal",Composite,boron nitride (PTX60);wt%;40,"Raman, Chandrashekar , Proceedings of the NATAS Annual Conference on Thermal Analysis and Applications , 60/1 (2008)",,"[high density polyethylene (HDPE)] ;17450N;Dow, [boron nitride( PTX60 ) agglomerate] surface area 6.0 m2/g, tap density 0.40 g/cc, crystal size 8 micron, particle size, D50 60 micron, obtained from  Momentive Performance Materials",,Bar,,,,"Molded to 3.2 mm thick ASTM standard tensile bar (""dog bone"") for through-plane thermal conductivity measurement",,,,"Mixed in co-rotating twin-screw extruder, die exit temp. 190C and 100 rpm",,,,,,,,,,Shape of Test Piece,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00436480540245,0.99,"""Netzsch"" Nanoflash LFA447",25 [C],25.0,"Through-plane thermal conductivity, taken from the Fig.8","Molded to 3.2 mm thick ASTM standard tensile bar (""dog bone"") for through-plane thermal conductivity measurement",,
45008-14-1-5,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,"linear,Thermoplastic,Thermally conductive,Crystal",Composite,boron nitride (PTX60);wt%;40,"Raman, Chandrashekar , Proceedings of the NATAS Annual Conference on Thermal Analysis and Applications , 60/1 (2008)",,"[high density polyethylene (HDPE)] ;17450N;Dow, [boron nitride( PTX60 ) agglomerate] surface area 6.0 m2/g, tap density 0.40 g/cc, crystal size 8 micron, particle size, D50 60 micron, obtained from  Momentive Performance Materials",,Disk,,,,"Disc of composite drilled from tab section of dog bone tensile bar, then the disc coated with three light coats of graphite for through-plane thermal conductivity measurement",,,,"Mixed in co-rotating twin-screw extruder having one mixing section (Configuration 1), die exit temp. 190C and 100 rpm",,,,,,,,,,Shape of Test Piece,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0268721464003013,0.94,"""Netzsch"" Nanoflash LFA447",25 [C],25.0,"Through-plane thermal conductivity, taken from the Fig.7","Disc of composite drilled from tab section of dog bone tensile bar, then the disc coated with three light coats of graphite for through-plane thermal conductivity measurement",,
45008-14-1-6,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,"linear,Thermoplastic,Thermally conductive,Crystal",Composite,boron nitride (PTX60);wt%;40,"Raman, Chandrashekar , Proceedings of the NATAS Annual Conference on Thermal Analysis and Applications , 60/1 (2008)",,"[high density polyethylene (HDPE)] ;17450N;Dow, [boron nitride( PTX60 ) agglomerate] surface area 6.0 m2/g, tap density 0.40 g/cc, crystal size 8 micron, particle size, D50 60 micron, obtained from  Momentive Performance Materials",,Disk,,,,"Disc of composite drilled from tab section of dog bone tensile bar, then the disc coated with three light coats of graphite for through-plane thermal conductivity measurement",,,,"Mixed in co-rotating twin-screw extruder having two mixing section (Configuration 2), die exit temp. 190C and 100 rpm",,,,,,,,,,Shape of Test Piece,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,"""Netzsch"" Nanoflash LFA447",25 [C],25.0,"Through-plane thermal conductivity, taken from the Fig.7","Disc of composite drilled from tab section of dog bone tensile bar, then the disc coated with three light coats of graphite for through-plane thermal conductivity measurement",,
45008-15-1-1,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,"linear,Thermoplastic,Thermally conductive,Crystal",Composite,boron nitride (PTX60);wt%;50,"Raman, Chandrashekar , Proceedings of the NATAS Annual Conference on Thermal Analysis and Applications , 60/1 (2008)",,"[high density polyethylene (HDPE)] ;17450N;Dow, [boron nitride( PTX60 ) agglomerate] surface area 6.0 m2/g, tap density 0.40 g/cc, crystal size 8 micron, particle size, D50 60 micron, obtained from  Momentive Performance Materials",,Disk,,,,Molded to 1mm thick disc for through-plane thermal conductivity measurement,,,,"Mixed in co-rotating twin-screw extruder, die exit temp. 190C and 100 rpm",,,,,,,,,,Shape of Test Piece,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2839966563652008,0.52,"""Netzsch"" Nanoflash LFA447",25 [C],25.0,"Through-plane thermal conductivity, taken from the Fig.8",Molded to 1mm thick disc for through-plane thermal conductivity measurement,,
45008-15-1-2,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,"linear,Thermoplastic,Thermally conductive,Crystal",Composite,boron nitride (PTX60);wt%;50,"Raman, Chandrashekar , Proceedings of the NATAS Annual Conference on Thermal Analysis and Applications , 60/1 (2008)",,"[high density polyethylene (HDPE)] ;17450N;Dow, [boron nitride( PTX60 ) agglomerate] surface area 6.0 m2/g, tap density 0.40 g/cc, crystal size 8 micron, particle size, D50 60 micron, obtained from  Momentive Performance Materials",,Bar,,,,"Molded to 3.2 mm thick ASTM standard tensile bar (""dog bone"") for through-plane thermal conductivity measurement",,,,"Mixed in co-rotating twin-screw extruder, die exit temp. 190C and 100 rpm",,,,,,,,,,Shape of Test Piece,,,,,,,,,,,,,,,,,,,,,,,,,,0.0253058652647702,1.06,"""Netzsch"" Nanoflash LFA447",25 [C],25.0,"Through-plane thermal conductivity, taken from the Fig.8","Molded to 3.2 mm thick ASTM standard tensile bar (""dog bone"") for through-plane thermal conductivity measurement",,
45008-15-1-5,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,"linear,Thermoplastic,Thermally conductive,Crystal",Composite,boron nitride (PTX60);wt%;50,"Raman, Chandrashekar , Proceedings of the NATAS Annual Conference on Thermal Analysis and Applications , 60/1 (2008)",,"[high density polyethylene (HDPE)] ;17450N;Dow, [boron nitride( PTX60 ) agglomerate] surface area 6.0 m2/g, tap density 0.40 g/cc, crystal size 8 micron, particle size, D50 60 micron, obtained from  Momentive Performance Materials",,Disk,,,,"Disc of composite drilled from tab section of dog bone tensile bar, then the disc coated with three light coats of graphite for through-plane thermal conductivity measurement",,,,"Mixed in co-rotating twin-screw extruder having one mixing section (Configuration 1), die exit temp. 190C and 100 rpm",,,,,,,,,,Shape of Test Piece,,,,,,,,,,,,,,,,,,,,,,,,,,0.0899051114393979,1.23,"""Netzsch"" Nanoflash LFA447",25 [C],25.0,"Through-plane thermal conductivity, taken from the Fig.7","Disc of composite drilled from tab section of dog bone tensile bar, then the disc coated with three light coats of graphite for through-plane thermal conductivity measurement",,
45008-15-1-6,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,"linear,Thermoplastic,Thermally conductive,Crystal",Composite,boron nitride (PTX60);wt%;50,"Raman, Chandrashekar , Proceedings of the NATAS Annual Conference on Thermal Analysis and Applications , 60/1 (2008)",,"[high density polyethylene (HDPE)] ;17450N;Dow, [boron nitride( PTX60 ) agglomerate] surface area 6.0 m2/g, tap density 0.40 g/cc, crystal size 8 micron, particle size, D50 60 micron, obtained from  Momentive Performance Materials",,Disk,,,,"Disc of composite drilled from tab section of dog bone tensile bar, then the disc coated with three light coats of graphite for through-plane thermal conductivity measurement",,,,"Mixed in co-rotating twin-screw extruder having two mixing section (Configuration 2), die exit temp. 190C and 100 rpm",,,,,,,,,,Shape of Test Piece,,,,,,,,,,,,,,,,,,,,,,,,,,0.0170333392987803,1.04,"""Netzsch"" Nanoflash LFA447",25 [C],25.0,"Through-plane thermal conductivity, taken from the Fig.7","Disc of composite drilled from tab section of dog bone tensile bar, then the disc coated with three light coats of graphite for through-plane thermal conductivity measurement",,
45008-16-1-1,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,"linear,Thermoplastic,Thermally conductive,Crystal",Composite,boron nitride (PTX60);wt%;60,"Raman, Chandrashekar , Proceedings of the NATAS Annual Conference on Thermal Analysis and Applications , 60/1 (2008)",,"[high density polyethylene (HDPE)] ;17450N;Dow, [boron nitride( PTX60 ) agglomerate] surface area 6.0 m2/g, tap density 0.40 g/cc, crystal size 8 micron, particle size, D50 60 micron, obtained from  Momentive Performance Materials",,Disk,,,,Molded to 1mm thick disc for through-plane thermal conductivity measurement,,,,"Mixed in co-rotating twin-screw extruder, die exit temp. 190C and 100 rpm",,,,,,,,,,Shape of Test Piece,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0655015487564322,0.86,"""Netzsch"" Nanoflash LFA447",25 [C],25.0,"Through-plane thermal conductivity, taken from the Fig.8",Molded to 1mm thick disc for through-plane thermal conductivity measurement,,
45008-16-1-2,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,"linear,Thermoplastic,Thermally conductive,Crystal",Composite,boron nitride (PTX60);wt%;60,"Raman, Chandrashekar , Proceedings of the NATAS Annual Conference on Thermal Analysis and Applications , 60/1 (2008)",,"[high density polyethylene (HDPE)] ;17450N;Dow, [boron nitride( PTX60 ) agglomerate] surface area 6.0 m2/g, tap density 0.40 g/cc, crystal size 8 micron, particle size, D50 60 micron, obtained from  Momentive Performance Materials",,Bar,,,,"Molded to 3.2 mm thick ASTM standard tensile bar (""dog bone"") for through-plane thermal conductivity measurement",,,,"Mixed in co-rotating twin-screw extruder, die exit temp. 190C and 100 rpm",,,,,,,,,,Shape of Test Piece,,,,,,,,,,,,,,,,,,,,,,,,,,0.1760912590556812,1.5,"""Netzsch"" Nanoflash LFA447",25 [C],25.0,"Through-plane thermal conductivity, taken from the Fig.8","Molded to 3.2 mm thick ASTM standard tensile bar (""dog bone"") for through-plane thermal conductivity measurement",,
45008-16-1-5,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,"linear,Thermoplastic,Thermally conductive,Crystal",Composite,boron nitride (PTX60);wt%;60,"Raman, Chandrashekar , Proceedings of the NATAS Annual Conference on Thermal Analysis and Applications , 60/1 (2008)",,"[high density polyethylene (HDPE)] ;17450N;Dow, [boron nitride( PTX60 ) agglomerate] surface area 6.0 m2/g, tap density 0.40 g/cc, crystal size 8 micron, particle size, D50 60 micron, obtained from  Momentive Performance Materials",,Disk,,,,"Disc of composite drilled from tab section of dog bone tensile bar, then the disc coated with three light coats of graphite for through-plane thermal conductivity measurement",,,,"Mixed in co-rotating twin-screw extruder having one mixing section (Configuration 1), die exit temp. 190C and 100 rpm",,,,,,,,,,Shape of Test Piece,,,,,,,,,,,,,,,,,,,,,,,,,,0.3138672203691534,2.06,"""Netzsch"" Nanoflash LFA447",25 [C],25.0,"Through-plane thermal conductivity, taken from the Fig.7","Disc of composite drilled from tab section of dog bone tensile bar, then the disc coated with three light coats of graphite for through-plane thermal conductivity measurement",,
45008-16-1-6,P010001,polyethene,Homopolymer,Polyolefins,CH2,14.03,"linear,Thermoplastic,Thermally conductive,Crystal",Composite,boron nitride (PTX60);wt%;60,"Raman, Chandrashekar , Proceedings of the NATAS Annual Conference on Thermal Analysis and Applications , 60/1 (2008)",,"[high density polyethylene (HDPE)] ;17450N;Dow, [boron nitride( PTX60 ) agglomerate] surface area 6.0 m2/g, tap density 0.40 g/cc, crystal size 8 micron, particle size, D50 60 micron, obtained from  Momentive Performance Materials",,Disk,,,,"Disc of composite drilled from tab section of dog bone tensile bar, then the disc coated with three light coats of graphite for through-plane thermal conductivity measurement",,,,"Mixed in co-rotating twin-screw extruder having two mixing section (Configuration 2), die exit temp. 190C and 100 rpm",,,,,,,,,,Shape of Test Piece,,,,,,,,,,,,,,,,,,,,,,,,,,0.1760912590556812,1.5,"""Netzsch"" Nanoflash LFA447",25 [C],25.0,"Through-plane thermal conductivity, taken from the Fig.7","Disc of composite drilled from tab section of dog bone tensile bar, then the disc coated with three light coats of graphite for through-plane thermal conductivity measurement",,
45641-2-1-1,P070013,poly(ethylene oxide),Homopolymer,Polyoxides/ethers/acetals,C2H4O,44.05,linear,Composite,natural iron oxides deposit;wt%;2;,"Zihlif, A. M.; Al-Ramadin, Y.; Sbeih, S. A. , Journal of Applied Polymer Science , 125 , 3 , 2078-2084 (2012)",,63micron,,Disk,,,,"t=0.3mm, (thermal cond.)d=5cm, (electrical measurement)d=1cm",,,,"Dissolved PEO in MeOH, added iron oxides deposit  and stirred by rotary magnet at RT for 4days until mixt. appear in homogeneous viscous molten appearannce",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cast MeOH soln. of mixt. of PEO and iron oxides deposit on glass mould plate, dried at RT for 2days and at 40C for 2days",,,,,,,,-0.8096683018297085,0.155,Electrical pulse,20 [C],20.0,,"t=0.3mm, (thermal cond.)d=5cm, (electrical measurement)d=1cm",0.0003,-3.5228787452803374
45641-3-1-1,P070013,poly(ethylene oxide),Homopolymer,Polyoxides/ethers/acetals,C2H4O,44.05,linear,Composite,natural iron oxides deposit;wt%;4;,"Zihlif, A. M.; Al-Ramadin, Y.; Sbeih, S. A. , Journal of Applied Polymer Science , 125 , 3 , 2078-2084 (2012)",,63micron,,Disk,,,,"t=0.3mm, (thermal cond.)d=5cm, (electrical measurement)d=1cm",,,,"Dissolved PEO in MeOH, added iron oxides deposit  and stirred by rotary magnet at RT for 4days until mixt. appear in homogeneous viscous molten appearannce",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cast MeOH soln. of mixt. of PEO and iron oxides deposit on glass mould plate, dried at RT for 2days and at 40C for 2days",,,,,,,,-0.790484985457369,0.162,Electrical pulse,20 [C],20.0,,"t=0.3mm, (thermal cond.)d=5cm, (electrical measurement)d=1cm",0.0003,-3.5228787452803374
45641-4-1-1,P070013,poly(ethylene oxide),Homopolymer,Polyoxides/ethers/acetals,C2H4O,44.05,linear,Composite,natural iron oxides deposit;wt%;6;,"Zihlif, A. M.; Al-Ramadin, Y.; Sbeih, S. A. , Journal of Applied Polymer Science , 125 , 3 , 2078-2084 (2012)",,63micron,,Disk,,,,"t=0.3mm, (thermal cond.)d=5cm, (electrical measurement)d=1cm",,,,"Dissolved PEO in MeOH, added iron oxides deposit  and stirred by rotary magnet at RT for 4days until mixt. appear in homogeneous viscous molten appearannce",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cast MeOH soln. of mixt. of PEO and iron oxides deposit on glass mould plate, dried at RT for 2days and at 40C for 2days",,,,,,,,-0.769551078621726,0.17,Electrical pulse,20 [C],20.0,,"t=0.3mm, (thermal cond.)d=5cm, (electrical measurement)d=1cm",0.0003,-3.5228787452803374
45641-5-1-1,P070013,poly(ethylene oxide),Homopolymer,Polyoxides/ethers/acetals,C2H4O,44.05,linear,Composite,natural iron oxides deposit;wt%;8;,"Zihlif, A. M.; Al-Ramadin, Y.; Sbeih, S. A. , Journal of Applied Polymer Science , 125 , 3 , 2078-2084 (2012)",,63micron,,Disk,,,,"t=0.3mm, (thermal cond.)d=5cm, (electrical measurement)d=1cm",,,,"Dissolved PEO in MeOH, added iron oxides deposit  and stirred by rotary magnet at RT for 4days until mixt. appear in homogeneous viscous molten appearannce",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cast MeOH soln. of mixt. of PEO and iron oxides deposit on glass mould plate, dried at RT for 2days and at 40C for 2days",,,,,,,,-0.7569619513137056,0.175,Electrical pulse,20 [C],20.0,,"t=0.3mm, (thermal cond.)d=5cm, (electrical measurement)d=1cm",0.0003,-3.5228787452803374
45641-6-1-1,P070013,poly(ethylene oxide),Homopolymer,Polyoxides/ethers/acetals,C2H4O,44.05,linear,Composite,natural iron oxides deposit;wt%;10;,"Zihlif, A. M.; Al-Ramadin, Y.; Sbeih, S. A. , Journal of Applied Polymer Science , 125 , 3 , 2078-2084 (2012)",,63micron,,Disk,,,,"t=0.3mm, (thermal cond.)d=5cm, (electrical measurement)d=1cm",,,,"Dissolved PEO in MeOH, added iron oxides deposit  and stirred by rotary magnet at RT for 4days until mixt. appear in homogeneous viscous molten appearannce",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cast MeOH soln. of mixt. of PEO and iron oxides deposit on glass mould plate, dried at RT for 2days and at 40C for 2days",,,,,,,,-0.7423214251308154,0.181,Electrical pulse,20 [C],20.0,,"t=0.3mm, (thermal cond.)d=5cm, (electrical measurement)d=1cm",0.0003,-3.5228787452803374
45641-7-1-1,P070013,poly(ethylene oxide),Homopolymer,Polyoxides/ethers/acetals,C2H4O,44.05,linear,Composite,natural iron oxides deposit;wt%;15;,"Zihlif, A. M.; Al-Ramadin, Y.; Sbeih, S. A. , Journal of Applied Polymer Science , 125 , 3 , 2078-2084 (2012)",,63micron,,Disk,,,,"t=0.3mm, (thermal cond.)d=5cm, (electrical measurement)d=1cm",,,,"Dissolved PEO in MeOH, added iron oxides deposit  and stirred by rotary magnet at RT for 4days until mixt. appear in homogeneous viscous molten appearannce",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cast MeOH soln. of mixt. of PEO and iron oxides deposit on glass mould plate, dried at RT for 2days and at 40C for 2days",,,,,,,,-0.721246399047171,0.19,Electrical pulse,20 [C],20.0,,"t=0.3mm, (thermal cond.)d=5cm, (electrical measurement)d=1cm",0.0003,-3.5228787452803374
45641-8-1-1,P070013,poly(ethylene oxide),Homopolymer,Polyoxides/ethers/acetals,C2H4O,44.05,linear,Composite,natural iron oxides deposit;wt%;20;,"Zihlif, A. M.; Al-Ramadin, Y.; Sbeih, S. A. , Journal of Applied Polymer Science , 125 , 3 , 2078-2084 (2012)",,63micron,,Disk,,,,"t=0.3mm, (thermal cond.)d=5cm, (electrical measurement)d=1cm",,,,"Dissolved PEO in MeOH, added iron oxides deposit  and stirred by rotary magnet at RT for 4days until mixt. appear in homogeneous viscous molten appearannce",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cast MeOH soln. of mixt. of PEO and iron oxides deposit on glass mould plate, dried at RT for 2days and at 40C for 2days",,,,,,,,-0.6903698325741012,0.204,Electrical pulse,20 [C],20.0,,"t=0.3mm, (thermal cond.)d=5cm, (electrical measurement)d=1cm",0.0003,-3.5228787452803374
46118-2-1-1,P050002,poly(vinyl chloride),Homopolymer,"Polyvinyls, Polyhalo-olefins",C2H3Cl,62.5,crosslinked,Composite,mixt. of foliated graphite nanosheet and Ni nanopartilce(90/10 wt%);wt%;5;,"Al-Ghamdi, A. A.; Al-Salamy, Falleh; Al-Hartomy, Omar A.; Al-Ghamdi, Attieh A.; Abdel Daiem, A. M.; El-Tantawy, Farid , Journal of Applied Polymer Science , 124 , 2 , 1144-1153 (2012)",,"500micron, natural flake graphite oxidized to exfoliated graphite, [Ni nanoparticle]Ni powder mixed with 10mm diam. stainless steel balls in planetary miller at 400rpm under Ar for 10h, [Ni powder]obtained from Wako Chemical Company, particle size 10micron",Hot-pressed at 185C and 40 KN/m2 for 10 min,Sheet,,,,"(thermal cond., specific heat)20*20*6mm, (tesnile test)dumbbell-shaped",,,,Mixed by grinding machine for 30min,,,,,,,,,,,,,,,,,,,,,,3.7E(21)&slash;cm3,,,,,,,,,,,,,,-0.3979400086720376,0.4,Laser flash,"30 [C] , Heat pulse 0.05W for 30s",30.0,"Non steady state measurment, taken from the Fig.5 and Fig.6","(thermal cond., specific heat)20*20*6mm, (tesnile test)dumbbell-shaped",0.006,-2.221848749616356
